Date,Gold Price (INR / 10gms),Silver Price (INR / 1kg)
2020-05-26,41963.62258877619,42201.46320510554
2020-05-27,41128.65436018454,41720.852617229575
2020-05-28,41899.56115086726,42305.78451428295
2020-05-29,42217.773006671276,42957.75016991656
2020-06-01,42015.5745139293,44088.91905541177
2020-06-02,42417.42078108573,44483.326789911094
2020-06-03,41271.95481559953,43223.80232835533
2020-06-04,41172.4895863488,42987.6586075522
2020-06-05,40854.62827013037,42663.83706013792
2020-06-08,41040.82955133667,42804.734226051725
2020-06-09,41537.94989004453,42737.908173999705
2020-06-10,41806.05839177263,43006.55174996383
2020-06-11,42403.49759673349,43604.91986432394
2020-06-12,42574.650205443126,43286.888368672335
2020-06-15,41770.374081984344,41722.7537309306
2020-06-16,42077.67365550501,42595.12738566399
2020-06-17,42357.523604642556,42913.905957207375
2020-06-18,42175.41956966258,43205.58393251563
2020-06-19,42657.276338595344,43093.74652450688
2020-06-22,43195.757958702394,43787.85010883019
2020-06-23,43222.27402060861,43517.932065523164
2020-06-24,43061.785630491744,43536.037056279834
2020-06-25,42903.56559761763,42816.857187454785
2020-06-26,42444.48348256627,43304.25386210554
2020-06-29,43071.69044165448,43531.19312247818
2020-06-30,42929.184339993895,43327.37370890735
2020-07-01,43022.56115194432,44260.244724227174
2020-07-02,43246.89144954748,43613.07092931664
2020-07-03,42678.76203642677,43379.282074364615
2020-07-06,42927.360873920945,43830.134389698906
2020-07-07,42925.66690112045,43224.30318002797
2020-07-08,43743.91547575031,44647.246290610376
2020-07-09,43649.216479110066,45369.07413410066
2020-07-10,43675.324895140424,45465.35679007185
2020-07-13,43697.23459900011,46163.13663446236
2020-07-14,43709.98427646406,45834.96048081405
2020-07-15,43848.00411085568,46967.855450672745
2020-07-16,43661.73695490861,46482.83054141817
2020-07-17,43824.75714479078,46459.31042101371
2020-07-20,43720.95240407029,46811.6275017281
2020-07-21,44423.56031150835,49557.74780619544
2020-07-22,44530.01830752166,53474.96530181491
2020-07-23,45182.82701303712,54990.12008294885
2020-07-24,45892.93510241613,54226.576753420035
2020-07-27,46527.668968653044,58560.500405902865
2020-07-28,46801.00310254473,56774.15724918418
2020-07-29,47098.581573263466,58749.49933801661
2020-07-30,47098.65406787018,55720.11484238108
2020-07-31,47243.134917356576,57872.7801649332
2020-08-03,47174.90090986545,58361.94373623547
2020-08-04,47903.036943044994,58925.1675425595
2020-08-05,49551.75060684489,65189.16681402414
2020-08-06,49911.73368453711,67328.86794830163
2020-08-07,48911.77355070974,68220.98538717507
2020-08-10,49316.79685389104,68192.01990997797
2020-08-11,46833.2217019628,68282.60303309916
2020-08-12,46521.87498635202,62152.78189335604
2020-08-13,46880.21781680518,63294.62351503849
2020-08-14,46912.59522409054,64419.635195235256
2020-08-17,47509.76350754737,64816.1433867571
2020-08-18,48437.07299821563,68300.19129679938
2020-08-19,47637.36911858794,65985.33107592392
2020-08-20,46580.97545292331,65056.012988891925
2020-08-21,46519.485057533726,64907.53624833219
2020-08-24,46825.67272687961,64760.31848875528
2020-08-25,45714.972212869936,63376.40628835983
2020-08-26,46269.05587539988,63181.75482196537
2020-08-27,46055.86801361582,65222.97081534231
2020-08-28,46549.48203814682,65043.46865626054
2020-09-01,46715.971049978296,68415.383870947
2020-09-02,45866.33261814587,65264.20714340829
2020-09-03,45829.39381727137,63532.20612149757
2020-09-04,45623.71148870706,63510.34748324143
2020-09-07,45440.76235089299,63220.49593582716
2020-09-08,45249.40001025608,63163.75338305978
2020-09-09,46193.40303129873,62948.94974504477
2020-09-10,46495.63341705918,64094.807057565864
2020-09-11,46175.108910572766,63723.736878486336
2020-09-14,46272.196933239036,63512.943000466184
2020-09-15,45991.96432814635,64988.26056987156
2020-09-16,46428.31005513849,64797.99823171025
2020-09-17,45920.06665286865,63428.38903194174
2020-09-18,46275.728149291885,64188.49238638738
2020-09-21,45140.79333878824,62320.2300474223
2020-09-22,45089.17148166605,57485.145173372766
2020-09-23,44271.65141755751,55759.02718038162
2020-09-24,44299.87661308213,52871.93545549535
2020-09-25,44191.30787171862,53774.76459305222
2020-09-28,44174.3839595544,54237.60386387384
2020-09-29,44679.600959361494,56526.88706528205
2020-09-30,44682.951311942394,56182.257664732264
2020-10-01,45071.10576108797,55971.58349510505
2020-10-02,44921.60920600576,56333.47540534023
2020-10-05,45016.36465966852,56376.537538540666
2020-10-06,44978.78689105728,57122.63622100406
2020-10-07,44723.060513768556,55841.528993843145
2020-10-08,44627.70983566158,56652.092911730186
2020-10-09,45312.17563023454,57286.65282460173
2020-10-12,45200.761956049966,58827.89377401256
2020-10-13,44602.17275869275,58803.74227980774
2020-10-14,45085.800049785394,57063.91017007731
2020-10-15,44702.512820100645,56554.5031105824
2020-10-16,45060.69365183982,57619.406176153796
2020-10-19,44996.38596659541,58653.97918819425
2020-10-20,44795.79471120614,58118.43782854018
2020-10-21,45456.608068770394,59107.88316298808
2020-10-22,45058.44517436945,59056.32244506245
2020-10-23,45119.38524720691,58684.9462202003
2020-10-26,45065.718423971586,57636.26344302088
2020-10-27,45423.77161184433,58242.633118298574
2020-10-28,44377.69957234716,56778.86907502371
2020-10-29,44761.887164016916,55081.796133232594
2020-10-30,44931.827093413915,56408.02482035783
2020-11-02,45393.387396981045,57585.39937788351
2020-11-03,45681.64845004581,57859.11245808349
2020-11-04,45726.758628353724,57695.39447489832
2020-11-05,46237.42371376212,58606.28340411851
2020-11-06,46249.49019319369,61434.04045654025
2020-11-09,44411.404292121464,59709.115019210054
2020-11-10,44781.71785210668,57672.521607053866
2020-11-11,44557.55986265212,57967.088007458966
2020-11-12,44982.17564894626,58097.62825501953
2020-11-13,45395.76495571239,58206.16221647082
2020-11-16,45218.87347366052,58190.28239490732
2020-11-17,45277.43924868584,59034.08214155963
2020-11-18,44924.886664941245,58224.43469207645
2020-11-19,44440.00941543556,57375.907921616534
2020-11-20,44685.84676046104,57569.626644268326
2020-11-23,43852.05859128395,56965.73528011318
2020-11-24,42956.709180767444,55271.31590801678
2020-11-25,43044.62203932034,55666.47894931438
2020-11-26,42872.921458999794,55411.720996029384
2020-11-27,42360.19299480766,55078.01185493594
2020-11-30,41897.10749679297,52652.17616827688
2020-12-01,43095.19214879354,56012.44496600061
2020-12-02,43168.96088221582,56797.52452296364
2020-12-03,43395.65047190831,57241.950058996576
2020-12-04,43811.65545002974,57587.48525648239
2020-12-07,44125.665846319556,56344.77076534795
2020-12-08,44331.975806163304,58080.19205394891
2020-12-09,43718.75668059865,57172.051291012256
2020-12-10,43771.58050079573,56685.78091259827
2020-12-11,43662.15422701625,56450.28246017329
2020-12-14,43411.62147952803,56553.76295738421
2020-12-15,43946.5046861768,57502.20792563537
2020-12-16,43917.716339897444,59594.060942337666
2020-12-17,44877.341363271014,61094.4210863729
2020-12-18,44483.29517924028,61089.83987509444
2020-12-21,44488.4877907631,61893.425434436635
2020-12-22,44620.045095021465,61257.181934830485
2020-12-23,44612.443736235466,60232.74736974938
2020-12-29,44318.22920111885,61832.24102914462
2020-12-30,44699.5277420226,62291.85618001189
