Date,Gold Price (INR / 10gms),Silver Price (INR / 1kg),Price_Nifty,Price_Sensex,Impact
2020-09-05,45623.71149,63510.34748,"11,333.85","38,357.18",0.1
2020-09-06,45623.71149,63510.34748,"11,333.85","38,357.18",-0.33
2020-09-07,45440.76235,63220.49594,"11,355.05","38,417.23",0.08
2020-09-08,45249.40001,63163.75338,"11,317.35","38,365.35",-0.1
2020-09-09,46193.40303,62948.94975,"11,278.00","38,193.92",-0.17
2020-09-10,46495.63342,64094.80706,"11,449.25","38,840.32",-0.36
2020-09-11,46175.10891,63723.73688,"11,464.45","38,854.55",0.51
2020-09-12,46175.10891,63723.73688,"11,464.45","38,854.55",-0.43
2020-09-13,46175.10891,63723.73688,"11,464.45","38,854.55",-0.52
2020-09-14,46272.19693,63512.943,"11,440.05","38,756.63",0.12
2020-09-15,45991.96433,64988.26057,"11,521.80","39,044.35",-0.24
2020-09-16,46428.31006,64797.99823,"11,604.55","39,302.85",0.06
2020-09-17,45920.06665,63428.38903,"11,516.10","38,979.85",0.07
2020-09-18,46275.72815,64188.49239,"11,504.95","38,845.82",-0.63
2020-09-19,46275.72815,64188.49239,"11,504.95","38,845.82",-0.29
2020-09-20,46275.72815,64188.49239,"11,504.95","38,845.82",-0.72
2020-09-21,45140.79334,62320.23005,"11,250.55","38,034.14",-0.5
2020-09-22,45089.17148,57485.14517,"11,153.65","37,734.08",-0.14
2020-09-23,44271.65142,55759.02718,"11,131.85","37,668.42",-0.54
2020-09-24,44299.87661,52871.93546,"10,805.55","36,553.60",-0.67
2020-09-25,44191.30787,53774.76459,"11,050.25","37,388.66",0.13
2020-09-26,44191.30787,53774.76459,"11,050.25","37,388.66",-1.0
2020-09-27,44191.30787,53774.76459,"11,050.25","37,388.66",0.33
2020-09-28,44174.38396,54237.60386,"11,227.55","37,981.63",-0.13
2020-09-29,44679.60096,56526.88707,"11,222.40","37,973.22",-0.15
2020-09-30,44682.95131,56182.25766,"11,247.55","38,067.93",-0.3
2020-10-01,45071.10576,55971.5835,"11,416.95","38,697.05",-0.27
2020-10-02,44921.60921,56333.47541,"11,416.95","38,697.05",0.34
2020-10-03,44921.60921,56333.47541,"11,416.95","38,697.05",0.0
2020-10-04,44921.60921,56333.47541,"11,416.95","38,697.05",-0.26
2020-10-05,45016.36466,56376.53754,"11,503.35","38,973.70",-0.15
2020-10-06,44978.78689,57122.63622,"11,662.40","39,574.57",0.15
2020-10-07,44723.06051,55841.52899,"11,738.85","39,878.95",0.04
2020-10-08,44627.70984,56652.09291,"11,834.60","40,182.67",-0.15
2020-10-09,45312.17563,57286.65282,"11,914.20","40,509.49",0.01
2020-10-10,45312.17563,57286.65282,"11,914.20","40,509.49",0.37
2020-10-11,45312.17563,57286.65282,"11,914.20","40,509.49",-0.04
2020-10-12,45200.76196,58827.89377,"11,930.95","40,593.80",-0.54
2020-10-13,44602.17276,58803.74228,"11,934.50","40,625.51",-0.25
2020-10-14,45085.80005,57063.91017,"11,971.05","40,794.74",-0.2
2020-10-15,44702.51282,56554.50311,"11,680.35","39,728.41",-0.29
2020-10-16,45060.69365,57619.40618,"11,762.45","39,982.98",-0.24
2020-10-17,45060.69365,57619.40618,"11,762.45","39,982.98",0.01
2020-10-18,45060.69365,57619.40618,"11,762.45","39,982.98",-0.3
2020-10-19,44996.38597,58653.97919,"11,873.05","40,431.60",-0.45
2020-10-20,44795.79471,58118.43783,"11,896.80","40,544.37",-0.45
2020-10-21,45456.60807,59107.88316,"11,937.65","40,707.31",-0.5
2020-10-22,45058.44517,59056.32245,"11,896.45","40,558.49",-0.1
2020-10-23,45119.38525,58684.94622,"11,930.35","40,685.50",0.21
2020-10-24,45119.38525,58684.94622,"11,930.35","40,685.50",-0.86
2020-10-25,45119.38525,58684.94622,"11,930.35","40,685.50",0.21
2020-10-26,45065.71842,57636.26344,"11,767.75","40,145.50",-0.29
2020-10-27,45423.77161,58242.63312,"11,889.40","40,522.10",-0.17
2020-10-28,44377.69957,56778.86908,"11,729.60","39,922.46",-0.29
2020-10-29,44761.88716,55081.79613,"11,670.80","39,749.85",-0.61
2020-10-30,44931.82709,56408.02482,"11,642.40","39,614.07",0.48
2020-10-31,44931.82709,56408.02482,"11,642.40","39,614.07",-1.0
2020-11-01,44931.82709,56408.02482,"11,642.40","39,614.07",-0.33
2020-11-02,45393.3874,57585.39938,"11,669.15","39,757.58",0.01
2020-11-03,45681.64845,57859.11246,"11,813.50","40,261.13",-0.76
2020-11-04,45726.75863,57695.39447,"11,908.50","40,616.14",0.0
2020-11-05,46237.42371,58606.2834,"12,120.30","41,340.16",-0.35
2020-11-06,46249.49019,61434.04046,"12,263.55","41,893.06",-0.01
2020-11-07,46249.49019,61434.04046,"12,263.55","41,893.06",0.99
2020-11-08,46249.49019,61434.04046,"12,263.55","41,893.06",0.49
2020-11-09,44411.40429,59709.11502,"12,461.05","42,597.43",-0.0
2020-11-10,44781.71785,57672.52161,"12,631.10","43,277.65",0.39
2020-11-11,44557.55986,57967.08801,"12,749.15","43,593.67",-0.23
2020-11-12,44982.17565,58097.62826,"12,690.80","43,357.19",0.09
2020-11-13,45395.76496,58206.16222,"12,719.95","43,443.00",-1.0
2020-11-14,45395.76496,58206.16222,"12,719.95","43,443.00",1.0
2020-11-15,45395.76496,58206.16222,"12,719.95","43,443.00",0.0
2020-11-16,45218.87347,58190.28239,"12,780.25","43,637.98",0.0
2020-11-17,45277.43925,59034.08214,"12,874.20","43,952.71",-0.26
2020-11-18,44924.88666,58224.43469,"12,938.25","44,180.05",-0.29
2020-11-19,44440.00942,57375.90792,"12,771.70","43,599.96",-0.26
2020-11-20,44685.84676,57569.62664,"12,859.05","43,882.25",-0.33
2020-11-21,44685.84676,57569.62664,"12,859.05","43,882.25",-0.17
2020-11-22,44685.84676,57569.62664,"12,859.05","43,882.25",-1.0
2020-11-23,43852.05859,56965.73528,"12,926.45","44,077.15",-0.06
2020-11-24,42956.70918,55271.31591,"13,055.15","44,523.02",-0.34
2020-11-25,43044.62204,55666.47895,"12,858.40","43,828.10",-0.16
2020-11-26,42872.92146,55411.721,"12,987.00","44,259.74",-0.25
2020-11-27,42360.19299,55078.01185,"12,968.95","44,149.72",-0.14
2020-11-28,42360.19299,55078.01185,"12,968.95","44,149.72",-0.4
2020-11-29,42360.19299,55078.01185,"12,968.95","44,149.72",0.1
2020-11-30,41897.1075,52652.17617,"13,109.05","44,655.44",-0.25
2020-12-01,43095.19215,56012.44497,"13,113.75","44,618.04",-0.43
2020-12-02,43168.96088,56797.52452,"13,133.90","44,632.65",-0.05
2020-12-03,43395.65047,57241.95006,"13,258.55","45,079.55",-0.22
2020-12-04,43811.65545,57587.48526,"13,355.75","45,426.97",-0.11
2020-12-05,43811.65545,57587.48526,"13,355.75","45,426.97",0.08
2020-12-06,43811.65545,57587.48526,"13,355.75","45,426.97",-0.25
2020-12-07,44125.66585,56344.77077,"13,392.95","45,608.51",-0.07
2020-12-08,44331.97581,58080.19205,"13,529.10","46,103.50",-0.32
2020-12-09,43718.75668,57172.05129,"13,478.30","45,959.88",-0.68
2020-12-10,43771.5805,56685.78091,"13,513.85","46,099.01",-0.18
2020-12-11,43662.15423,56450.28246,"13,558.15","46,253.46",-0.17
2020-12-12,43662.15423,56450.28246,"13,558.15","46,253.46",-0.25
2020-12-13,43662.15423,56450.28246,"13,558.15","46,253.46",-0.16
2020-12-14,43411.62148,56553.76296,"13,567.85","46,263.17",-0.33
2020-12-15,43946.50469,57502.20793,"13,682.70","46,666.46",-0.29
2020-12-16,43917.71634,59594.06094,"13,740.70","46,890.34",0.02
2020-12-17,44877.34136,61094.42109,"13,760.55","46,960.69",0.13
2020-12-18,44483.29518,61089.83988,"13,328.40","45,553.96",-0.33
2020-12-19,44483.29518,61089.83988,"13,328.40","45,553.96",-0.33
2020-12-20,44483.29518,61089.83988,"13,328.40","45,553.96",-0.46
2020-12-21,44488.48779,61893.42543,"13,466.30","46,006.69",-0.21
2020-12-22,44620.0451,61257.18193,"13,601.10","46,444.18",-0.43
2020-12-23,44612.44374,60232.74737,"13,749.25","46,973.54",-0.33
2020-12-24,44612.44374,60232.74737,"13,873.20","47,353.75",0.32
2020-12-25,44612.44374,60232.74737,"13,873.20","47,353.75",-0.22
2020-12-26,44612.44374,60232.74737,"13,873.20","47,353.75",-0.16
2020-12-27,44612.44374,60232.74737,"13,873.20","47,353.75",0.0
2020-12-28,44612.44374,60232.74737,"13,873.20","47,353.75",-0.09
2020-12-29,44318.2292,61832.24103,"13,932.60","47,613.08",-0.16
2020-12-30,44699.52774,62291.85618,"13,981.95","47,746.22",0.0
