Date,Gold Price (INR / 10gms),Silver Price (INR / 1kg),Price_Nifty,Price_Sensex
18-01-2022,43266.07,56071.85,18113.05,60754.86
19-01-2022,44217.42,58120.09,17938.4,60098.82
20-01-2022,44102.03,59148.19,17757.0,59464.62
21-01-2022,43847.69,58200.27,17617.15,59037.18
24-01-2022,44061.57,56928.11,17149.1,57491.51
25-01-2022,44462.69,57347.68,17277.95,57858.15
26-01-2022,43995.06,57237.57,17277.95,57858.15
27-01-2022,43181.41,54595.0,17110.15,57276.94
28-01-2022,43159.51,53927.02,17101.95,57200.23
31-01-2022,43305.45,54029.28,17339.85,58014.17
01-02-2022,43153.64,54163.17,17576.85,58862.57
02-02-2022,43477.31,54577.34,17780.0,59558.33
03-02-2022,43372.9,53825.21,17560.2,58788.02
04-02-2022,43355.82,53936.79,17516.3,58644.82
07-02-2022,43690.8,55377.84,17213.6,57621.19
08-02-2022,43844.25,55675.43,17266.75,57808.58
09-02-2022,44072.44,56041.55,17463.8,58465.97
10-02-2022,44163.58,56567.0,17605.85,58926.03
11-02-2022,44705.96,56747.04,17374.75,58152.92
14-02-2022,45247.99,57759.01,16842.8,56405.84
15-02-2022,45133.63,56789.34,17352.45,58142.05
16-02-2022,45201.35,57041.87,17322.2,57996.68
17-02-2022,45857.36,57599.76,17304.6,57892.01
18-02-2022,45819.51,57898.24,17276.3,57832.97
21-02-2022,45587.19,57604.67,17206.65,57683.59
22-02-2022,45665.91,58243.74,17092.2,57300.68
23-02-2022,45805.24,58911.99,17063.25,57232.06
24-02-2022,46192.9,59234.23,16247.95,54529.91
25-02-2022,45736.93,58179.12,16658.4,55858.52
28-02-2022,45841.87,58795.09,16793.9,56247.28
01-03-2022,47015.06,61804.09,16793.9,56247.28
02-03-2022,46813.59,61372.61,16605.95,55468.9
03-03-2022,47036.74,61288.3,16498.05,55102.68
04-03-2022,47947.94,62907.43,16245.35,54333.81
07-03-2022,48988.04,63174.16,15863.15,52842.75
08-03-2022,50557.87,66633.99,16013.45,53424.09
09-03-2022,49108.5,63693.42,16345.35,54647.33
10-03-2022,48909.37,64137.1,16594.9,55464.39
11-03-2022,48644.22,64049.33,16630.45,55550.3
14-03-2022,48356.83,62294.33,16871.3,56486.02
15-03-2022,47425.94,61782.82,16663.0,55776.85
16-03-2022,46784.27,60490.98,16975.35,56816.65
17-03-2022,47469.48,62533.3,17287.05,57863.93
18-03-2022,47103.32,61205.99,17287.05,57863.93
21-03-2022,47091.27,61731.91,17117.6,57292.49
22-03-2022,47121.11,61051.12,17315.5,57989.3
23-03-2022,47383.43,61584.27,17245.65,57684.82
24-03-2022,48279.23,63745.51,17222.75,57595.68
25-03-2022,47943.47,62806.48,17153.0,57362.2
28-03-2022,47566.96,61741.9,17222.0,57593.49
29-03-2022,46739.86,60419.58,17325.3,57943.65
30-03-2022,47037.05,61069.1,17498.25,58683.99
31-03-2022,47519.94,61243.0,17464.75,58568.51
01-04-2022,46836.36,60139.73,17670.45,59276.69
04-04-2022,47135.94,60065.83,18053.4,60611.74
05-04-2022,46662.51,59521.46,17957.4,60176.5
06-04-2022,46536.48,59322.85,17807.65,59610.41
07-04-2022,47217.43,60390.36,17639.55,59034.95
08-04-2022,47387.97,60574.89,17784.35,59447.18
11-04-2022,47456.43,60966.25,17674.95,58964.57
12-04-2022,48084.06,62723.11,17530.3,58576.37
13-04-2022,48500.29,63704.07,17475.65,58338.93
14-04-2022,48235.2,62872.92,17475.65,58338.93
15-04-2022,48353.76,63027.46,17475.65,58338.93
18-04-2022,48662.58,64150.47,17173.65,57166.74
19-04-2022,47962.86,62270.55,16958.65,56463.15
20-04-2022,47983.17,62108.01,17136.55,57037.5
21-04-2022,47695.5,60378.98,17392.6,57911.68
22-04-2022,47360.21,59493.35,17171.95,57197.15
25-04-2022,46541.64,58184.43,16953.95,56579.89
26-04-2022,46782.54,57923.35,17200.8,57356.61
27-04-2022,46562.64,57917.51,17038.4,56819.39
28-04-2022,46436.3,56865.84,17245.05,57521.06
29-04-2022,47014.48,56733.55,17102.55,57060.87
02-05-2022,45805.4,55464.44,17069.1,56975.99
03-05-2022,45978.22,55654.61,17069.1,56975.99
04-05-2022,45899.84,54976.55,16677.6,55669.03
05-05-2022,45791.34,54734.58,16682.65,55702.23
06-05-2022,46294.0,54939.06,16411.25,54835.58
09-05-2022,45949.13,53893.92,16301.85,54470.67
10-05-2022,45764.91,53204.6,16240.05,54364.85
11-05-2022,46024.76,53537.38,16167.1,54088.39
12-05-2022,45395.47,51665.41,15808.0,52930.31
13-05-2022,45002.02,52247.56,15782.15,52793.62
16-05-2022,45178.68,53648.9,15842.3,52973.84
17-05-2022,45482.3,54375.14,16259.3,54318.47
18-05-2022,45171.97,53565.07,16240.3,54208.53
19-05-2022,46066.29,54788.16,15809.4,52792.23
20-05-2022,45845.09,53937.31,16266.15,54326.39
23-05-2022,46230.47,54349.2,16214.7,54288.61
24-05-2022,46488.45,54993.01,16125.15,54052.61
25-05-2022,45988.86,54453.29,16025.8,53749.26
26-05-2022,46029.75,54668.11,16170.15,54252.53
27-05-2022,46206.02,55058.87,16352.45,54884.66
30-05-2022,46242.81,55102.7,16661.4,55925.74
31-05-2022,45926.62,53961.97,16584.55,55566.41
01-06-2022,45987.86,54597.64,16522.75,55381.17
02-06-2022,46557.73,55510.08,16628.0,55818.11
03-06-2022,45898.75,54444.76,16584.3,55769.23
06-06-2022,45941.86,55139.23,16569.55,55675.32
07-06-2022,46224.51,55441.89,16416.35,55107.34
08-06-2022,46245.05,55122.48,16356.25,54892.49
09-06-2022,46199.56,54468.4,16478.1,55320.28
10-06-2022,46823.61,54824.78,16201.8,54303.44
13-06-2022,45946.2,53376.01,15774.4,52846.7
14-06-2022,45471.32,52610.53,15732.1,52693.57
15-06-2022,45514.87,53661.06,15692.15,52541.39
16-06-2022,46226.47,54766.99,15360.6,51495.79
17-06-2022,46019.25,54084.4,15293.5,51360.42
20-06-2022,46009.63,54073.1,15350.15,51597.84
21-06-2022,45968.4,54507.61,15638.8,52532.07
22-06-2022,46079.37,53776.43,15413.3,51822.53
23-06-2022,45897.49,52873.74,15556.65,52265.72
24-06-2022,45887.83,53050.5,15699.25,52727.98
27-06-2022,45811.47,53233.29,15832.05,53161.28
28-06-2022,45836.26,52448.79,15850.2,53177.45
29-06-2022,46109.01,52543.48,15799.1,53026.97
30-06-2022,45763.51,51448.12,15780.25,53018.94
01-07-2022,45669.02,49751.28,15752.05,52907.93
04-07-2022,45661.91,49743.53,15835.35,53234.77
05-07-2022,44713.85,48353.29,15810.85,53134.35
06-07-2022,44270.37,48700.21,15989.8,53750.97
07-07-2022,44165.61,48595.13,16132.9,54178.46
08-07-2022,44333.67,48818.99,16220.6,54481.84
11-07-2022,44124.75,48631.6,16216.0,54395.23
12-07-2022,44034.98,48292.06,16058.3,53886.61
13-07-2022,44312.72,48901.91,15966.65,53514.15
14-07-2022,43735.27,46619.31,15938.65,53416.15
15-07-2022,43720.14,47633.99,16049.2,53760.78
18-07-2022,43808.05,48162.72,16278.5,54521.15
19-07-2022,43998.88,48038.54,16340.55,54767.62
20-07-2022,43633.42,47854.27,16520.85,55397.53
21-07-2022,44053.54,48066.13,16605.25,55681.95
22-07-2022,44297.61,47667.82,16719.45,56072.23
25-07-2022,44145.62,46980.8,16631.0,55766.22
26-07-2022,44027.02,47384.73,16483.85,55268.49
27-07-2022,44128.51,47624.7,16641.8,55816.32
28-07-2022,44932.89,50898.95,16929.6,56857.79
29-07-2022,45099.98,51564.76,17158.25,57570.25
01-08-2022,45041.78,51743.31,17340.05,58115.5
02-08-2022,44959.1,51036.24,17345.45,58136.36
03-08-2022,44428.06,50202.7,17388.15,58350.53
04-08-2022,45494.3,51126.08,17382.0,58298.8
05-08-2022,45118.34,50437.16,17397.5,58387.93
08-08-2022,45618.97,52573.64,17525.1,58853.07
09-08-2022,45913.13,52357.35,17525.1,58853.07
10-08-2022,45940.51,53007.11,17534.75,58817.29
11-08-2022,45513.02,51690.1,17659.0,59332.6
12-08-2022,46037.86,52925.87,17698.15,59462.78
15-08-2022,45605.39,51844.32,17698.15,59462.78
16-08-2022,45352.87,51319.95,17825.25,59842.21
17-08-2022,44792.65,50156.67,17944.25,60260.13
18-08-2022,44786.02,49621.06,17956.5,60298.0
19-08-2022,44818.23,48875.37,17758.45,59646.15
22-08-2022,44553.75,48492.66,17490.7,58773.87
23-08-2022,44863.48,48828.97,17577.5,59031.3
24-08-2022,44872.7,48510.68,17604.95,59085.43
25-08-2022,45094.26,49029.78,17522.45,58774.72
26-08-2022,44588.16,48129.84,17558.9,58833.87
29-08-2022,44643.55,47700.17,17312.9,57972.62
30-08-2022,44303.95,46687.29,17759.3,59537.07
31-08-2022,43879.29,45503.49,17759.3,59537.07
01-09-2022,43391.45,44887.62,17542.8,58766.59
02-09-2022,43821.4,45559.08,17539.45,58803.33
05-09-2022,43825.63,45563.48,17665.8,59245.98
06-09-2022,43616.67,45645.65,17655.6,59196.99
07-09-2022,44060.69,46588.28,17624.4,59028.91
08-09-2022,43738.47,46939.48,17798.75,59688.22
09-09-2022,43979.63,47813.31,17833.35,59793.14
12-09-2022,44256.53,50592.42,17936.35,60115.13
13-09-2022,43500.21,49470.33,18070.05,60571.08
14-09-2022,43418.13,49831.68,18003.75,60346.97
15-09-2022,42542.57,48982.45,17877.4,59934.01
16-09-2022,42916.02,49536.85,17530.85,58840.79
19-09-2022,42689.32,49378.91,17622.25,59141.23
20-09-2022,42532.39,48951.84,17816.25,59719.74
21-09-2022,42687.51,49778.16,17718.35,59456.78
22-09-2022,43001.21,50310.49,17629.8,59119.72
23-09-2022,42879.98,49103.61,17327.35,58098.92
26-09-2022,42407.13,48083.88,17016.3,57145.22
27-09-2022,42684.75,47906.53,17007.4,57107.52
28-09-2022,43627.13,49386.62,16858.6,56598.28
29-09-2022,43419.42,48723.48,16818.1,56409.96
30-09-2022,43549.26,49668.79,17094.35,57426.92
03-10-2022,44370.41,53779.7,16887.35,56788.81
04-10-2022,45094.97,55119.58,17274.3,58065.47
05-10-2022,44824.59,53638.12,17274.3,58065.47
06-10-2022,44933.32,54063.31,17331.8,58222.1
07-10-2022,45022.13,53459.97,17314.65,58191.29
10-10-2022,44402.2,52079.98,17241.0,57991.11
11-10-2022,44483.65,51479.36,16983.55,57147.32
12-10-2022,44182.23,49935.47,17123.6,57625.91
13-10-2022,44134.61,49837.76,17014.35,57235.33
14-10-2022,43382.54,47605.31,17185.7,57919.97
17-10-2022,43904.42,49479.25,17311.8,58410.98
18-10-2022,43576.82,49076.11,17486.95,58960.6
19-10-2022,43056.64,48509.16,17512.25,59107.19
20-10-2022,43516.52,49808.65,17563.95,59202.9
21-10-2022,43964.61,50709.76,17576.3,59307.15
24-10-2022,43752.61,50883.28,17730.75,59831.66
25-10-2022,43978.43,51458.06,17656.35,59543.96
26-10-2022,44107.28,51635.2,17656.35,59543.96
27-10-2022,43808.53,51382.11,17736.95,59756.84
28-10-2022,43459.04,50750.8,17786.8,59959.85
31-10-2022,43254.04,50567.49,18012.2,60746.59
01-11-2022,43753.69,52326.23,18145.4,61121.35
02-11-2022,43748.77,52104.02,18082.85,60906.09
03-11-2022,43366.31,51795.46,18052.7,60836.41
04-11-2022,44459.76,55265.68,18117.15,60950.36
07-11-2022,44185.12,55077.88,18202.8,61185.15
08-11-2022,45041.36,56500.98,18202.8,61185.15
09-11-2022,44757.38,55741.93,18157.0,61033.55
10-11-2022,45774.97,56691.08,18028.2,60613.7
11-11-2022,45696.76,56010.87,18349.7,61795.04
14-11-2022,45901.45,57174.95,18329.15,61624.15
15-11-2022,46188.92,55982.39,18403.4,61872.99
16-11-2022,46213.35,56050.31,18409.65,61980.72
17-11-2022,46135.33,54904.92,18343.9,61750.6
18-11-2022,45918.81,54979.91,18307.65,61663.48
21-11-2022,45535.96,54643.68,18159.95,61144.84
22-11-2022,45675.69,55269.08,18244.2,61418.96
23-11-2022,45841.98,56109.07,18267.25,61510.58
24-11-2022,45795.92,56052.7,18484.1,62272.68
25-11-2022,46029.07,56246.67,18512.75,62293.64
28-11-2022,45690.53,54904.26,18562.75,62504.8
29-11-2022,45897.57,55663.0,18618.05,62681.84
30-11-2022,45823.67,56557.85,18758.35,63099.65
01-12-2022,47081.22,59173.7,18812.5,63284.19
02-12-2022,46862.67,60115.94,18696.1,62868.5
05-12-2022,46266.9,58112.41,18701.05,62834.6
06-12-2022,46587.69,58252.38,18642.75,62626.36
07-12-2022,47285.89,60143.52,18560.5,62410.68
08-12-2022,47302.38,60990.37,18609.35,62570.68
09-12-2022,47565.82,62258.02,18496.6,62181.67
12-12-2022,47176.83,61524.63,18497.15,62130.57
13-12-2022,48196.93,63241.37,18608.0,62533.3
14-12-2022,47886.13,63440.18,18660.3,62677.91
15-12-2022,47143.67,61351.51,18414.9,61799.03
16-12-2022,47684.59,61672.95,18269.0,61337.81
19-12-2022,47547.5,61250.29,18420.45,61806.19
20-12-2022,48213.41,63971.25,18385.3,61702.29
21-12-2022,48245.52,63857.1,18199.1,61067.24
22-12-2022,47616.56,62554.36,18127.35,60826.22
23-12-2022,47851.58,63318.94,17806.8,59845.29
26-12-2022,47695.22,63112.04,18014.6,60566.42
27-12-2022,48371.5,64075.98,18132.3,60927.43
28-12-2022,48113.89,62974.66,18122.5,60910.28
29-12-2022,48467.0,64137.86,18191.0,61133.88
30-12-2022,48462.44,63549.52,18105.3,60840.74
02-01-2023,48412.53,63484.08,18197.45,61167.79
03-01-2023,48918.72,63974.32,18232.55,61294.2
04-01-2023,49314.53,63325.31,18042.95,60657.45
05-01-2023,48765.12,61814.87,17992.15,60353.27
06-01-2023,49533.75,63297.56,17859.45,59900.37
09-01-2023,49535.75,62721.83,18101.2,60747.31
10-01-2023,49450.51,62109.06,17914.15,60115.48
11-01-2023,49202.69,61226.45,17895.7,60105.5
12-01-2023,49747.84,62629.0,17858.2,59958.03
13-01-2023,50030.47,63192.68,17956.6,60261.18
16-01-2023,50130.64,63319.2,17894.85,60092.97
17-01-2023,50067.66,62857.6,18053.3,60655.72
18-01-2023,49916.34,61674.62,18165.35,61045.74
19-01-2023,50324.96,62193.39,18107.85,60858.43
20-01-2023,50316.03,62242.06,18027.65,60621.77
23-01-2023,50170.87,61055.85,18118.55,60941.67
24-01-2023,50666.25,61958.02,18118.3,60978.75
25-01-2023,50928.58,62543.1,17891.95,60205.06
26-01-2023,50549.61,62705.52,17891.95,60205.06
27-01-2023,50500.79,61605.94,17604.35,59330.9
30-01-2023,50390.42,61962.74,17648.95,59500.41
31-01-2023,50607.98,62287.55,17662.15,59549.9
01-02-2023,50680.23,61834.71,17616.3,59708.08
02-02-2023,50342.1,61824.93,17610.4,59932.24
03-02-2023,49140.26,58913.45,17854.05,60841.88
06-02-2023,49335.37,58627.72,17764.6,60506.9
07-02-2023,49799.1,58845.26,17721.5,60286.04
08-02-2023,49942.85,59501.0,17871.7,60663.79
09-02-2023,49595.47,58724.21,17893.45,60806.22
10-02-2023,49429.48,58467.31,17856.5,60682.7
13-02-2023,49128.21,57879.98,17770.9,60431.84
14-02-2023,49234.23,58002.91,17929.85,61032.26
15-02-2023,48867.77,57404.04,18015.85,61275.09
16-02-2023,48998.65,57681.15,18035.85,61319.51
17-02-2023,48931.0,57678.18,17944.2,61002.57
20-02-2023,48968.1,57721.91,17844.6,60691.54
21-02-2023,48735.56,58145.0,17826.7,60672.72
22-02-2023,48805.38,57705.97,17554.3,59744.98
23-02-2023,48417.28,56723.85,17511.25,59605.8
24-02-2023,48045.84,55265.46,17465.8,59463.93
27-02-2023,48438.96,55103.65,17392.7,59288.35
28-02-2023,48599.79,55700.16,17303.95,58962.12
01-03-2023,48823.82,55683.66,17450.9,59411.08
02-03-2023,48585.21,55027.02,17321.9,58909.35
03-03-2023,48923.35,55849.99,17594.35,59808.97
06-03-2023,48546.51,55127.44,17711.45,60224.46
07-03-2023,47736.05,52775.71,17711.45,60224.46
08-03-2023,47832.8,52788.39,17754.4,60348.09
09-03-2023,48206.08,52770.28,17589.6,59806.28
10-03-2023,49100.06,53727.91,17412.9,59135.13
13-03-2023,50373.5,57424.79,17154.3,58237.85
14-03-2023,50510.12,58107.05,17043.3,57900.19
15-03-2023,50981.0,57617.58,16972.15,57555.9
16-03-2023,51033.34,57410.51,16985.6,57634.84
17-03-2023,52325.47,59372.86,17100.05,57989.9
20-03-2023,52518.02,59791.26,16988.4,57628.95
21-03-2023,51422.35,59233.88,17107.5,58074.68
22-03-2023,51748.42,60273.04,17151.9,58214.59
23-03-2023,52900.82,61407.19,17076.9,57925.28
24-03-2023,52424.38,61485.77,16945.05,57527.1
27-03-2023,51684.98,61029.79,16985.7,57653.86
28-03-2023,52135.86,61651.64,16951.7,57613.72
29-03-2023,51937.35,61751.06,17080.7,57960.09
30-03-2023,52370.47,63210.57,17080.7,57960.09
31-03-2023,51973.58,63550.83,17359.75,58991.52
03-04-2023,52420.64,63259.37,17398.05,59106.44
04-04-2023,53404.1,66080.38,17398.05,59106.44
05-04-2023,53352.81,65903.62,17557.05,59689.31
06-04-2023,53008.61,65934.71,17599.15,59832.97
07-04-2023,52931.83,65839.21,17599.15,59832.97
10-04-2023,52366.19,65411.01,17624.05,59846.51
11-04-2023,52843.39,66241.39,17722.3,60157.72
12-04-2023,53059.91,67031.37,17812.4,60392.77
13-04-2023,53790.19,68180.44,17828.0,60431.0
14-04-2023,52579.68,66765.85,17828.0,60431.0
17-04-2023,52474.81,65923.75,17706.85,59910.75
18-04-2023,52924.7,66565.85,17660.15,59727.01
19-04-2023,52669.89,66961.93,17618.75,59567.8
20-04-2023,53147.11,67156.6,17624.45,59632.35
21-04-2023,52276.44,66162.25,17624.05,59655.06
24-04-2023,52474.91,66760.34,17743.4,60056.1
25-04-2023,52474.36,65466.63,17769.25,60130.71
26-04-2023,52344.86,65562.22,17813.6,60300.58
27-04-2023,52311.82,65676.98,17915.05,60649.38
28-04-2023,52315.93,65717.6,18065.0,61112.44
01-05-2023,52126.85,65727.56,18065.0,61112.44
02-05-2023,52958.32,66790.1,18147.65,61354.71
03-05-2023,53336.89,66982.68,18089.85,61193.3
04-05-2023,53847.82,68453.51,18255.8,61749.25
05-05-2023,53001.81,67632.88,18069.0,61054.29
08-05-2023,53244.56,67363.05,18264.4,61764.25
09-05-2023,53542.21,67573.31,18265.95,61761.33
10-05-2023,53599.86,67210.35,18315.1,61940.2
11-05-2023,53062.88,63882.48,18297.0,61904.52
12-05-2023,53174.46,63328.95,18314.8,62027.9
15-05-2023,53331.73,63762.86,18398.85,62345.71
16-05-2023,52591.91,62782.84,18286.5,61932.47
17-05-2023,52406.9,62844.89,18181.75,61560.64
18-05-2023,51863.66,62281.46,18129.95,61431.74
19-05-2023,52626.96,63619.39,18203.4,61729.68
22-05-2023,52637.33,63211.18,18314.4,61963.68
23-05-2023,52522.75,62508.58,18348.0,61981.79
24-05-2023,52308.52,61601.35,18285.4,61773.78
25-05-2023,51673.0,60594.97,18321.15,61872.62
26-05-2023,51717.34,61823.52,18499.35,62501.69
29-05-2023,51612.77,61698.51,18598.65,62846.38
30-05-2023,51984.88,61396.85,18633.85,62969.13
31-05-2023,52207.32,62402.09,18534.4,62622.24
01-06-2023,52571.27,63454.96,18487.75,62428.54
02-06-2023,51646.01,62541.82,18534.1,62547.11
05-06-2023,51877.93,62354.19,18593.85,62787.47
06-06-2023,52140.72,62537.03,18599.0,62792.88
07-06-2023,51539.63,62183.42,18726.4,63142.96
08-06-2023,52157.8,64450.85,18634.55,62848.64
09-06-2023,52038.73,64535.23,18563.4,62625.63
12-06-2023,51828.39,63576.13,18601.5,62724.71
13-06-2023,51477.5,62886.94,18716.15,63143.16
14-06-2023,51731.33,63613.16,18755.9,63228.51
15-06-2023,51643.01,63019.87,18688.1,62917.63
16-06-2023,51575.53,63405.46,18826.0,63384.58
19-06-2023,51576.86,63407.09,18755.45,63168.3
20-06-2023,51015.2,61131.26,18816.7,63327.7
21-06-2023,50963.67,60034.49,18856.85,63523.15
22-06-2023,50389.7,59107.2,18771.25,63238.89
23-06-2023,50544.61,58806.74,18665.5,62979.37
26-06-2023,50706.28,60111.08,18691.2,62970.0
27-06-2023,50463.95,60480.28,18817.4,63416.03
28-06-2023,50414.15,60287.13,18972.1,63915.42
29-06-2023,50349.67,59577.28,18972.1,63915.42
30-06-2023,50693.71,60190.69,19189.05,64718.56
03-07-2023,50722.45,60433.01,19322.55,65205.05
04-07-2023,50632.12,60325.4,19389.0,65479.05
05-07-2023,50611.97,61160.97,19398.5,65446.04
06-07-2023,50562.07,60095.94,19497.3,65785.64
07-07-2023,51257.45,61449.33,19331.8,65280.45
10-07-2023,51130.77,61492.38,19355.9,65344.17
11-07-2023,51242.22,61252.93,19439.4,65617.84
12-07-2023,51824.01,63896.5,19384.3,65393.9
13-07-2023,51652.72,65298.83,19413.75,65558.89
14-07-2023,51694.73,65970.71,19564.5,66060.9
17-07-2023,51520.52,65559.1,19711.45,66589.93
18-07-2023,52165.29,66180.16,19749.25,66795.14
19-07-2023,52181.98,66547.53,19833.15,67097.44
20-07-2023,51930.54,65444.15,19979.15,67571.9
21-07-2023,51838.08,65178.28,19745.0,66684.26
24-07-2023,51674.48,64414.51,19672.35,66384.78
25-07-2023,51610.84,64917.97,19680.6,66355.71
26-07-2023,51875.73,65407.84,19778.3,66707.2
27-07-2023,51272.45,63875.76,19659.9,66266.82
28-07-2023,51919.52,64541.87,19646.05,66160.2
31-07-2023,52109.65,65726.13,19753.8,66527.67
01-08-2023,51309.43,64002.61,19733.55,66459.31
02-08-2023,51268.27,62858.81,19526.55,65782.78
03-08-2023,51389.99,62737.28,19381.65,65240.68
04-08-2023,51623.95,62858.47,19517.0,65721.25
07-08-2023,51406.27,61528.0,19597.3,65953.48
08-08-2023,51189.13,60436.75,19570.85,65846.5
09-08-2023,51017.23,60328.92,19632.55,65995.81
10-08-2023,51003.7,60600.2,19543.1,65688.18
11-08-2023,50922.9,60359.97,19428.3,65322.65
14-08-2023,50921.5,60351.02,19434.55,65401.92
15-08-2023,50911.2,60464.58,19434.55,65401.92
16-08-2023,50716.04,60128.5,19465.0,65539.42
17-08-2023,50421.0,60667.91,19365.25,65151.02
18-08-2023,50390.41,60633.6,19310.15,64948.66
21-08-2023,50624.77,62312.35,19393.6,65216.09
22-08-2023,50674.86,62582.01,19396.45,65220.03
23-08-2023,51240.62,65070.38,19444.0,65433.3
24-08-2023,50906.6,64252.94,19386.7,65252.34
25-08-2023,50777.6,64352.12,19265.8,64886.51
28-08-2023,50972.39,64417.79,19306.05,64996.6
29-08-2023,51483.66,65871.97,19342.65,65075.82
30-08-2023,51568.01,65601.15,19347.45,65087.25
31-08-2023,51534.4,65068.1,19253.8,64831.41
01-09-2023,51565.72,64415.95,19435.3,65387.16
04-09-2023,51574.83,64427.32,19528.8,65628.14
05-09-2023,51236.51,62663.79,19574.9,65780.26
06-09-2023,51237.82,61989.72,19611.05,65880.52
07-09-2023,51327.4,61432.28,19727.05,66265.56
08-09-2023,51341.69,61265.32,19819.95,66598.91
11-09-2023,51342.85,61673.89,19996.35,67127.08
12-09-2023,50968.43,61672.52,19993.2,67221.13
13-09-2023,50848.2,61025.3,20070.0,67466.99
14-09-2023,50929.77,60657.08,20103.1,67519.0
15-09-2023,51351.66,61733.05,20192.35,67838.63
18-09-2023,51595.59,62058.96,20133.3,67596.84
19-09-2023,51713.98,62083.55,20133.3,67596.84
20-09-2023,52040.55,63068.67,19901.4,66800.84
21-09-2023,51267.76,62626.17,19742.35,66230.24
22-09-2023,51312.24,62883.74,19674.25,66009.15
25-09-2023,51129.17,61743.96,19674.55,66023.69
26-09-2023,50729.69,61263.23,19664.7,65945.47
27-09-2023,50123.61,60196.0,19716.45,66118.69
28-09-2023,49778.2,60242.75,19523.55,65508.32
29-09-2023,49431.45,59475.01,19638.3,65828.41
02-10-2023,48854.24,56644.23,19638.3,65828.41
03-10-2023,48900.5,56758.45,19528.75,65512.1
04-10-2023,48661.24,56076.16,19436.1,65226.04
05-10-2023,48738.89,55934.63,19545.75,65631.57
06-10-2023,48971.44,57635.5,19653.5,65995.63
09-10-2023,49428.22,58103.21,19512.35,65512.39
10-10-2023,49822.74,58298.76,19689.85,66079.36
11-10-2023,50126.6,58769.21,19811.35,66473.05
12-10-2023,50013.51,58304.95,19794.0,66408.39
13-10-2023,51595.5,60839.0,19751.05,66282.74
16-10-2023,51439.15,60540.27,19731.75,66166.93
17-10-2023,51430.8,61156.84,19811.5,66428.09
18-10-2023,52343.56,61421.3,19671.1,65877.02
19-10-2023,52696.98,61271.88,19624.7,65629.24
20-10-2023,52981.2,62404.24,19542.65,65397.62
23-10-2023,52839.34,61686.44,19281.75,64571.88
24-10-2023,52721.78,61344.13,19281.75,64571.88
25-10-2023,52938.16,61038.58,19122.15,64049.06
26-10-2023,53137.92,60932.66,18857.25,63148.15
27-10-2023,53246.65,60968.83,19047.25,63782.8
30-10-2023,53534.15,62437.74,19140.9,64112.65
31-10-2023,53164.54,61169.22,19079.6,63874.93
01-11-2023,52980.87,60737.36,18989.15,63591.33
02-11-2023,54386.59,62316.14,19133.25,64080.9
03-11-2023,53301.76,62096.61,19230.6,64363.78
06-11-2023,52980.21,61891.35,19411.75,64958.69
07-11-2023,52625.18,60224.1,19406.7,64942.4
08-11-2023,52222.01,60603.22,19443.5,64975.61
09-11-2023,52552.39,61084.59,19395.3,64832.2
10-11-2023,51770.12,59509.12,19425.35,64904.68
13-11-2023,52102.86,59719.44,19443.55,64933.87
14-11-2023,52475.5,61733.21,19443.55,64933.87
15-11-2023,52293.91,62656.11,19675.45,65675.93
16-11-2023,53059.38,63899.12,19765.2,65982.48
17-11-2023,52955.88,63626.69,19731.8,65794.73
20-11-2023,52960.51,63141.82,19694.0,65655.15
21-11-2023,53558.67,63872.32,19783.4,65930.77
22-11-2023,53362.08,63432.12,19811.85,66023.24
23-11-2023,53491.8,63586.31,19802.0,66017.81
24-11-2023,53650.39,65191.31,19794.7,65970.04
27-11-2023,53888.55,66087.0,19794.7,65970.04
28-11-2023,54668.67,66818.16,19889.7,66174.2
29-11-2023,54902.28,67241.96,20096.6,66901.91
30-11-2023,54603.38,67763.27,20133.15,66988.44
01-12-2023,55499.72,68333.54,20267.9,67481.19
04-12-2023,54155.61,65697.89,20686.8,68865.12
05-12-2023,54134.6,64905.2,20855.1,69296.14
06-12-2023,54390.36,63990.71,20937.7,69653.73
07-12-2023,54357.12,63550.09,20901.15,69521.69
08-12-2023,53552.89,61560.49,20969.4,69825.6
11-12-2023,53056.68,61084.93,20997.1,69928.53
12-12-2023,52996.25,60900.94,20906.4,69551.03
13-12-2023,53150.3,60700.68,20926.35,69584.6
14-12-2023,54362.35,64521.49,21182.7,70514.2
15-12-2023,54126.03,63925.01,21456.65,71483.75
18-12-2023,54099.23,63625.26,21418.65,71315.09
19-12-2023,54467.82,64236.98,21453.1,71437.19
20-12-2023,54350.79,65041.96,21150.15,70506.31
21-12-2023,54588.8,65072.33,21255.05,70865.1
22-12-2023,54981.0,64920.93,21349.4,71106.96
25-12-2023,55003.09,64947.01,21349.4,71106.96
26-12-2023,55037.33,64562.3,21441.35,71336.8
27-12-2023,55678.1,65188.24,21654.75,72038.43
28-12-2023,55520.43,64609.19,21778.7,72410.38
29-12-2023,54572.56,63116.73,21731.4,72240.26
01-01-2024,55200.23,63842.66,21741.9,72240.26
02-01-2024,55223.23,63486.38,21665.8,71892.48
03-01-2024,54450.95,61421.27,21517.35,71356.6
04-01-2024,54707.89,61581.53,21658.6,71847.57
05-01-2024,54659.68,61880.19,21710.8,72026.15
08-01-2024,54204.58,61838.05,21513.0,71355.22
09-01-2024,54107.76,61156.93,21544.85,71386.21
